surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
2,260,17,qaAla,qala,Abraham,"And [mention] when Abraham said, ""My Lord, show me how You give life to the dead."" [Allah] said, ""Have you not believed?"" He said, ""Yes, but [I ask] only that my heart may be satisfied."" [Allah] said, ""Take four birds and commit them to yourself. Then [after slaughtering them] put on each hill a por"
2,275,16,qaAlu,qalu,Iblis/Satan,"Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is [just] like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lo"
2,285,21,qaAlu,qalu,Angels,"The Messenger has believed in what was revealed to him from his Lord, and [so have] the believers. All of them have believed in Allah and His angels and His books and His messengers, [saying], ""We make no distinction between any of His messengers."" And they say, ""We hear and we obey. [We seek] Your "
3,7,35,yaquwlu,yaquluna,UNCLASSIFIED,"It is He who has sent down to you, [O Muhammad], the Book; in it are verses [that are] precise - they are the foundation of the Book - and others unspecific. As for those in whose hearts is deviation [from truth], they will follow that of it which is unspecific, seeking discord and seeking an interp"
3,12,1,qul,qul,GOD->Muhammad (Qul),"Say to those who disbelieve, ""You will be overcome and gathered together to Hell, and wretched is the resting place."""
3,15,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Shall I inform you of [something] better than that? For those who fear Allah will be gardens in the presence of their Lord beneath which rivers flow, wherein they abide eternally, and purified spouses and approval from Allah. And Allah is Seeing of [His] servants -"
3,16,2,yaquwlu,yaquluna,UNCLASSIFIED,"Those who say, ""Our Lord, indeed we have believed, so forgive us our sins and protect us from the punishment of the Fire,"""
3,20,3,qulo,qul,GOD->Muhammad (Qul),"So if they argue with you, say, ""I have submitted myself to Allah [in Islam], and [so have] those who follow me."" And say to those who were given the Scripture and [to] the unlearned, ""Have you submitted yourselves?"" And if they submit [in Islam], they are rightly guided; but if they turn away - the"
3,20,9,qul,qul,GOD->Muhammad (Qul),"So if they argue with you, say, ""I have submitted myself to Allah [in Islam], and [so have] those who follow me."" And say to those who were given the Scripture and [to] the unlearned, ""Have you submitted yourselves?"" And if they submit [in Islam], they are rightly guided; but if they turn away - the"
3,24,3,qaAlu,qalu,UNCLASSIFIED,"That is because they say, ""Never will the Fire touch us except for [a few] numbered days,"" and [because] they were deluded in their religion by what they were inventing."
3,26,1,quli,qul,GOD->Muhammad (Qul),"Say, ""O Allah, Owner of Sovereignty, You give sovereignty to whom You will and You take sovereignty away from whom You will. You honor whom You will and You humble whom You will. In Your hand is [all] good. Indeed, You are over all things competent."
3,29,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Whether you conceal what is in your breasts or reveal it, Allah knows it. And He knows that which is in the heavens and that which is on the earth. And Allah is over all things competent."
3,31,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""If you should love Allah, then follow me, [so] Allah will love you and forgive you your sins. And Allah is Forgiving and Merciful."""
3,32,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Obey Allah and the Messenger."" But if they turn away - then indeed, Allah does not like the disbelievers."
3,35,2,qaAlati,qalat,UNCLASSIFIED,"[Mention, O Muhammad], when the wife of 'Imran said, ""My Lord, indeed I have pledged to You what is in my womb, consecrated [for Your service], so accept this from me. Indeed, You are the Hearing, the Knowing."""
3,36,3,qaAlato,qalat,Mary,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah]"
3,37,18,qaAla,qala,Mary,"So her Lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of Zechariah. Every time Zechariah entered upon her in the prayer chamber, he found with her provision. He said, ""O Mary, from where is this [coming] to you?"" She said, ""It is from Allah. In"
3,37,23,qaAlato,qalat,Mary,"So her Lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of Zechariah. Every time Zechariah entered upon her in the prayer chamber, he found with her provision. He said, ""O Mary, from where is this [coming] to you?"" She said, ""It is from Allah. In"
3,38,5,qaAla,qala,Zechariah,"At that, Zechariah called upon his Lord, saying, ""My Lord, grant me from Yourself a good offspring. Indeed, You are the Hearer of supplication."""
3,40,1,qaAla,qala,Angels,"He said, ""My Lord, how will I have a boy when I have reached old age and my wife is barren?"" The angel said, ""Such is Allah; He does what He wills."""
3,40,12,qaAla,qala,Angels,"He said, ""My Lord, how will I have a boy when I have reached old age and my wife is barren?"" The angel said, ""Such is Allah; He does what He wills."""
3,41,1,qaAla,qala,Angels,"He said, ""My Lord, make for me a sign."" He Said, ""Your sign is that you will not [be able to] speak to the people for three days except by gesture. And remember your Lord much and exalt [Him with praise] in the evening and the morning."""
3,41,6,qaAla,qala,Angels,"He said, ""My Lord, make for me a sign."" He Said, ""Your sign is that you will not [be able to] speak to the people for three days except by gesture. And remember your Lord much and exalt [Him with praise] in the evening and the morning."""
3,42,2,qaAlati,qalat,Mary,"And [mention] when the angels said, ""O Mary, indeed Allah has chosen you and purified you and chosen you above the women of the worlds."
3,45,2,qaAlati,qalat,Jesus,"[And mention] when the angels said, ""O Mary, indeed Allah gives you good tidings of a word from Him, whose name will be the Messiah, Jesus, the son of Mary - distinguished in this world and the Hereafter and among those brought near [to Allah]."
3,47,1,qaAlato,qalat,Angels,"She said, ""My Lord, how will I have a child when no man has touched me?"" [The angel] said, ""Such is Allah; He creates what He wills. When He decrees a matter, He only says to it, 'Be,' and it is."
3,47,10,qaAla,qala,Angels,"She said, ""My Lord, how will I have a child when no man has touched me?"" [The angel] said, ""Such is Allah; He creates what He wills. When He decrees a matter, He only says to it, 'Be,' and it is."
3,47,20,yaquwlu,yaqulu,Angels,"She said, ""My Lord, how will I have a child when no man has touched me?"" [The angel] said, ""Such is Allah; He creates what He wills. When He decrees a matter, He only says to it, 'Be,' and it is."
3,52,6,qaAla,qala,Jesus,"But when Jesus felt [persistence in] disbelief from them, he said, ""Who are my supporters for [the cause of] Allah?"" The disciples said, ""We are supporters for Allah. We have believed in Allah and testify that we are Muslims [submitting to Him]."
3,52,11,qaAla,qala,Jesus,"But when Jesus felt [persistence in] disbelief from them, he said, ""Who are my supporters for [the cause of] Allah?"" The disciples said, ""We are supporters for Allah. We have believed in Allah and testify that we are Muslims [submitting to Him]."
3,55,2,qaAla,qala,Jesus,"[Mention] when Allah said, ""O Jesus, indeed I will take you and raise you to Myself and purify you from those who disbelieve and make those who follow you [in submission to Allah alone] superior to those who disbelieve until the Day of Resurrection. Then to Me is your return, and I will judge betwee"
3,59,12,qaAla,qala,Jesus,"Indeed, the example of Jesus to Allah is like that of Adam. He created Him from dust; then He said to him, ""Be,"" and he was."
3,61,10,qulo,qul,GOD->Muhammad (Qul),"Then whoever argues with you about it after [this] knowledge has come to you - say, ""Come, let us call our sons and your sons, our women and your women, ourselves and yourselves, then supplicate earnestly [together] and invoke the curse of Allah upon the liars [among us]."""
3,64,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him]"
3,64,28,quwlu,other,People of the Book,"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him]"
3,72,1,qaAlat,qalat,People of the Book,"And a faction of the People of the Scripture say [to each other], ""Believe in that which was revealed to the believers at the beginning of the day and reject it at its end that perhaps they will abandon their religion,"
3,73,7,qulo,qul,GOD->Muhammad (Qul),"And do not trust except those who follow your religion."" Say, ""Indeed, the [true] guidance is the guidance of Allah. [Do you fear] lest someone be given [knowledge] like you were given or that they would [thereby] argue with you before your Lord?"" Say, ""Indeed, [all] bounty is in the hand of Allah -"
